precinct,pri_dem_CLINTON,pri_dem_O'MALLEY,pri_dem_SANDERS,pri_dem_STEINBERG,pri_ind_COLE,pri_ind_HENDRIX,pri_ind_III,pri_rep_BUSH,pri_rep_CARSON,pri_rep_CHRISTIE,pri_rep_CRUZ,pri_rep_DAVIS,pri_rep_FIELDS,pri_rep_FIORINA,pri_rep_GRAHAM,pri_rep_HUCKABEE,pri_rep_KASICH,pri_rep_PATAKI,pri_rep_PAUL,pri_rep_R.KASICH,pri_rep_RUBIO,pri_rep_SANTORUM,pri_rep_TRUMP,gen_dem_CLINTON,gen_lib_JOHNSON,gen_rep_TRUMP,rep_primary_total,dem_primary_total,general_total
DeKalbHARRIS-MARGARET HARRIS ED,232,0,160,0,0,0,0,3,13,0,38,0,0,1,0,0,40,0,0,0,113,0,46,942,59,237,254,392,1238
DeKalbHARRIS-NARVIE J. HARRIS ELEM,817,3,150,1,0,0,0,1,4,0,5,0,0,0,0,0,1,0,0,0,13,0,9,2203,32,40,33,971,2275
DeKalbHAWTHORNE ELEM,408,0,280,1,0,0,0,2,18,1,82,0,0,3,1,0,83,0,2,0,224,0,116,1681,91,591,532,689,2363
DeKalbHENDERSON MILL ELEM,357,2,179,1,0,0,0,6,22,0,114,0,0,4,1,0,70,2,4,0,268,0,150,1313,94,665,641,539,2072
DeKalbHUGH HOWELL,292,1,113,0,0,0,0,7,24,0,95,0,0,2,0,1,48,0,1,0,162,0,172,724,50,561,512,406,1335
DeKalbHUNTLEY HILLS ELEM,276,1,234,0,0,0,0,1,16,1,57,0,0,0,1,1,41,0,4,0,164,0,121,1311,103,503,407,511,1917
DeKalbIDLEWOOD ELEM,279,1,142,0,0,0,0,5,19,0,41,0,0,0,1,2,14,0,0,0,50,0,56,970,31,260,188,422,1261
DeKalbINDIAN CREEK ELEM,216,0,121,0,0,0,0,0,7,0,20,0,0,0,0,0,7,0,1,0,38,0,21,845,33,136,94,337,1014
DeKalbJOHNSON ESTATES,224,0,105,0,0,0,0,1,2,1,21,0,0,0,0,0,39,0,0,0,110,0,44,691,42,193,218,329,926
DeKalbJOLLY ELEM,385,3,174,1,0,0,0,3,10,1,36,0,0,0,0,0,15,0,3,0,53,0,67,1406,48,250,188,563,1704
DeKalbKELLEY CHAPEL ROAD,430,0,76,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,7,0,13,809,12,37,26,506,858
DeKalbKELLEY LAKE ELEM,642,1,93,2,0,0,0,0,4,0,6,0,0,0,0,1,6,0,2,0,6,1,11,1497,25,44,37,738,1566
DeKalbKING-ML KING JR HIGH,1136,1,223,0,0,0,0,0,3,1,9,0,0,0,0,0,0,0,2,0,16,0,17,2804,31,64,48,1360,2899
DeKalbKINGSLEY ELEM,191,1,105,1,0,0,0,0,29,1,121,0,0,1,0,4,129,0,0,0,405,1,267,724,79,1042,958,298,1845
DeKalbKITTREDGE ELEM,225,0,126,0,0,0,0,4,16,2,88,0,0,1,0,0,80,0,0,0,257,0,158,789,98,679,606,351,1566
DeKalbKNOLLWOOD ELEM,442,0,119,0,0,0,0,0,7,0,9,0,0,0,0,1,8,0,0,0,22,0,13,1193,39,46,60,561,1278
DeKalbLAKESIDE HIGH,428,2,244,1,0,0,0,10,11,1,108,0,0,1,0,0,126,0,1,0,344,0,180,1393,100,813,782,675,2306
DeKalbLAVISTA,307,0,233,0,0,0,0,5,8,0,49,0,0,1,0,0,46,0,0,0,222,0,76,1329,95,474,407,540,1898
DeKalbLAVISTA ROAD,302,2,197,2,0,0,0,1,4,0,63,0,0,0,0,1,45,0,0,0,211,0,70,1019,58,396,395,503,1473
DeKalbLIN-MARY LIN ELEM,504,1,405,2,0,0,0,1,7,0,34,0,0,1,0,0,56,0,2,0,179,0,55,1757,97,300,335,912,2154
DeKalbLITHONIA,177,0,47,2,0,0,0,0,2,0,12,0,0,0,0,0,0,0,0,0,9,0,13,618,10,51,36,226,679
DeKalbLITHONIA HIGH,527,2,116,1,0,0,0,2,3,0,6,0,0,1,0,0,2,0,0,0,1,0,5,1606,20,33,20,646,1659
DeKalbLIVSEY ELEM,186,1,106,0,0,0,0,6,20,0,75,0,0,1,0,0,47,0,1,0,165,0,101,592,37,454,416,293,1083
DeKalbMARBUT ELEM,749,2,159,0,0,0,0,0,2,0,0,0,0,0,1,0,1,0,0,0,7,0,10,2305,21,51,21,910,2377
DeKalbMATHIS-BOB MATHIS ELEM,833,1,158,0,0,0,0,1,7,0,20,0,0,1,0,0,6,0,0,0,15,0,14,1694,31,83,64,992,1808
DeKalbMCLENDON,269,2,271,0,0,0,0,4,5,1,34,0,0,0,0,2,23,0,2,0,76,0,54,1129,66,217,201,542,1412
DeKalbMCNAIR ACADEMY,415,1,203,0,0,0,0,1,1,0,6,0,0,0,0,0,4,1,0,0,10,0,6,1131,36,32,29,619,1199
DeKalbMCNAIR HIGH,627,0,353,1,0,0,0,1,3,0,12,0,0,0,0,0,16,0,0,0,48,0,33,2032,71,131,113,981,2234
DeKalbMCNAIR MIDDLE,442,2,145,1,0,0,0,0,1,1,2,0,0,0,0,0,4,0,1,0,15,0,6,1225,25,40,30,590,1290
DeKalbMCWILLIAMS,586,0,121,2,0,0,0,0,2,0,5,0,0,0,1,0,0,0,0,0,5,0,7,1376,15,39,20,709,1430
DeKalbMEADOWVIEW ELEM,743,3,189,0,0,0,0,0,4,0,7,0,0,0,1,0,4,0,3,0,17,0,15,1753,42,66,51,935,1861
DeKalbMEDLOCK ELEM,339,1,338,1,0,0,0,3,3,0,71,0,0,0,0,0,47,0,1,0,127,0,79,1198,85,331,331,679,1614
DeKalbMEMORIAL SOUTH,315,0,70,0,0,0,0,0,2,0,12,0,0,0,0,0,5,0,0,0,21,0,18,1189,22,74,58,385,1285
DeKalbMETROPOLITAN,502,2,455,0,0,0,0,2,2,1,16,0,0,0,0,0,10,0,1,0,58,0,26,1728,87,114,116,959,1929
DeKalbMIDVALE ELEM,246,0,127,0,0,0,0,2,34,0,123,0,0,0,0,1,73,1,1,0,259,0,161,725,84,704,655,373,1513
DeKalbMIDVALE ROAD,362,3,199,0,0,0,0,4,23,0,88,0,0,1,1,0,70,0,0,0,250,0,158,1292,72,591,595,564,1955
DeKalbMIDWAY ELEM,364,2,133,1,0,0,0,2,6,0,21,0,0,0,0,0,3,0,2,0,16,0,18,1296,40,98,68,500,1434
DeKalbMILLER GROVE HIGH,438,1,101,1,0,0,0,3,1,0,4,0,0,0,0,0,2,0,0,0,5,0,6,1450,17,40,21,541,1507
DeKalbMILLER GROVE MIDDLE,637,2,143,0,0,0,0,0,4,0,2,0,0,0,0,0,3,1,1,0,8,0,8,2013,27,36,27,782,2076
DeKalbMILLER GROVE ROAD,608,1,132,1,0,0,0,0,2,1,9,0,0,0,0,0,2,0,0,0,11,0,9,1330,12,47,34,742,1389
DeKalbMILLER-ELDRIDGE L. MILLER ELEM,670,1,159,0,0,0,0,0,7,0,12,0,0,0,0,1,4,0,0,0,19,0,25,1733,21,87,68,830,1841
DeKalbMONTCLAIR ELEM,205,0,129,0,0,0,0,2,6,1,9,0,0,0,0,1,15,0,1,0,38,0,28,968,45,142,101,334,1155
DeKalbMONTGOMERY ELEM,214,0,127,0,0,0,0,1,16,1,90,0,0,2,0,0,112,0,1,0,300,1,125,851,107,736,649,341,1694
DeKalbMONTREAL,196,1,149,1,0,0,0,6,10,0,49,0,0,0,0,1,17,0,0,0,74,0,71,761,51,289,228,347,1101
DeKalbMT. VERNON EAST,167,0,89,1,0,0,0,2,28,0,105,0,0,0,0,1,131,2,0,0,416,0,274,769,84,1048,959,257,1901
DeKalbMT. VERNON WEST,203,1,98,1,0,0,0,4,13,0,93,0,0,1,0,0,86,1,3,0,317,0,164,764,74,792,682,303,1630
DeKalbNORTH DECATUR,179,1,149,0,0,0,0,0,4,0,13,0,0,2,0,0,18,0,1,0,60,0,33,865,51,157,131,329,1073
DeKalbNORTH HAIRSTON,334,0,115,2,0,0,0,1,4,1,18,0,0,0,0,0,11,0,1,0,26,0,30,1075,24,121,92,451,1220
DeKalbNORTH PEACHTREE,171,2,119,1,0,0,0,2,13,0,43,0,0,0,0,0,46,0,2,0,103,0,69,701,54,334,278,293,1089
DeKalbNORTHLAKE,220,1,142,0,0,0,0,0,16,1,44,0,0,0,0,0,39,0,4,0,164,0,92,690,64,319,360,363,1073
DeKalbOAK GROVE ELEM,308,1,185,1,0,0,0,4,13,1,81,0,0,1,0,1,63,0,0,0,231,0,121,1008,81,537,516,495,1626
DeKalbOAK VIEW ELEM,1001,0,207,0,0,0,0,0,5,0,8,0,0,0,0,0,1,0,1,0,8,0,10,2575,27,43,33,1208,2645
DeKalbOAKCLIFF ELEM,118,1,98,0,0,0,0,2,5,0,32,0,0,0,0,0,11,0,0,0,49,1,45,702,42,239,145,217,983
DeKalbOAKHURST,632,1,382,0,0,0,0,1,14,0,21,0,0,0,1,0,56,0,3,0,132,0,49,1872,85,192,277,1015,2149
DeKalbPANOLA,358,0,82,0,0,0,0,0,6,0,1,0,0,0,0,0,4,0,0,0,15,0,18,830,18,51,44,440,899
DeKalbPANOLA ROAD,452,0,84,2,0,0,0,0,6,0,3,0,0,0,0,0,2,0,0,0,8,0,4,1162,13,24,23,538,1199
DeKalbPANOLA WAY ELEM,313,0,87,0,0,0,0,0,6,0,6,0,0,0,0,0,2,0,0,0,2,0,5,972,23,28,21,400,1023
DeKalbPEACHCREST ELEM,306,1,105,0,0,0,0,2,8,0,10,0,0,0,0,0,2,0,0,0,10,0,26,987,28,80,58,412,1095
DeKalbPEACHTREE MIDDLE,299,2,200,0,0,0,0,2,17,0,75,0,0,0,0,1,41,1,0,0,183,0,121,1422,91,591,441,501,2104
DeKalbPINE LAKE,117,0,132,0,0,0,0,0,4,0,6,0,0,1,0,0,2,0,0,0,14,0,21,352,15,47,48,249,414
DeKalbPINEY GROVE,239,1,148,0,0,0,0,1,3,0,4,0,0,0,0,1,3,0,1,0,17,0,8,917,28,40,38,388,985
DeKalbPLEASANTDALE ELEM,281,0,196,0,0,0,0,2,8,0,47,0,0,0,0,0,17,0,1,0,93,0,63,1670,54,329,231,477,2053
DeKalbPONCE DE LEON,477,2,333,1,0,0,0,2,5,0,28,0,0,2,0,0,48,0,0,0,110,0,36,1510,53,178,231,813,1741
DeKalbPRINCETON ELEM,463,0,115,0,0,0,0,0,5,1,18,0,0,0,0,1,0,0,0,0,9,0,6,1297,28,54,40,578,1379
DeKalbRAINBOW ELEM,947,1,145,2,0,0,0,0,12,2,13,0,0,0,0,0,1,0,0,0,9,1,21,2169,24,76,59,1095,2269
DeKalbREDAN ELEM,634,0,137,0,0,0,0,0,2,0,4,0,0,0,0,0,1,0,0,0,8,0,9,1709,25,57,24,771,1791
DeKalbREDAN MIDDLE,544,0,112,1,0,0,0,1,3,0,19,0,0,0,0,0,5,0,0,0,9,0,15,1377,24,70,52,657,1471
DeKalbREDAN ROAD,545,0,126,0,0,0,0,0,4,0,10,0,0,0,0,0,2,0,2,0,5,0,13,1428,18,63,36,671,1509
DeKalbREDAN-TROTTI LIBRARY,762,3,197,1,0,0,0,0,5,1,9,0,0,0,0,1,2,0,1,0,10,0,12,2056,27,57,41,963,2140
DeKalbREHOBOTH,270,1,240,0,0,0,0,4,17,1,69,0,0,0,0,0,36,0,2,0,152,0,131,981,79,434,412,511,1494
DeKalbRENFROE MIDDLE,348,3,291,0,0,0,0,1,5,1,22,0,0,0,0,0,38,0,0,0,59,0,24,1071,51,99,150,642,1221
DeKalbROCK CHAPEL ELEM,506,0,136,0,0,0,0,0,4,0,9,0,0,0,0,0,3,0,0,0,9,0,17,1510,21,73,42,642,1604
DeKalbROCK CHAPEL ROAD,702,2,153,0,0,0,0,0,5,2,26,0,0,0,1,1,1,0,0,0,13,0,38,1996,38,168,87,857,2202
DeKalbROCKBRIDGE ELEM,392,1,127,1,0,0,0,0,3,0,26,0,0,0,0,0,9,0,0,0,21,0,30,1518,45,136,89,521,1699
DeKalbROCKBRIDGE ROAD,867,0,194,2,0,0,0,0,3,0,16,0,0,0,0,0,7,0,0,0,24,0,23,2151,30,98,73,1063,2279
DeKalbROWLAND ELEM,499,2,132,0,0,0,0,2,4,0,12,0,0,0,0,0,3,0,0,0,9,0,23,1561,37,108,53,633,1706
DeKalbROWLAND ROAD,423,1,100,1,0,0,0,1,10,0,22,0,0,0,0,0,8,0,0,0,15,0,28,1047,21,107,84,525,1175
DeKalbSAGAMORE HILLS ELEM,444,0,261,2,0,0,0,8,25,2,74,0,0,1,0,1,127,0,6,0,353,0,185,1391,97,741,782,707,2229
DeKalbSALEM MIDDLE,942,2,202,1,0,0,0,0,6,0,8,0,0,0,0,1,5,0,0,0,15,0,18,2153,23,69,53,1147,2245
DeKalbSCOTT,342,0,334,0,0,0,0,5,8,0,39,0,0,0,0,1,46,1,1,0,119,1,75,1315,78,303,296,676,1696
DeKalbSHADOW ROCK ELEM,1039,1,193,0,0,0,0,1,16,0,29,0,0,0,0,0,5,0,0,0,22,1,28,2473,24,117,102,1233,2614
DeKalbSHAMROCK,260,1,158,0,0,0,0,3,17,1,55,0,0,1,0,0,32,0,0,0,136,0,71,790,49,298,316,419,1137
DeKalbSHAW-ROBERT SHAW ELEM,451,1,292,2,0,0,0,0,6,2,35,0,0,1,0,0,9,0,0,0,75,0,64,1711,95,248,192,746,2054
DeKalbSILVER LAKE,316,0,148,0,0,0,0,5,27,1,98,0,0,3,0,0,126,0,2,0,516,1,208,1565,140,1332,987,464,3037
DeKalbSKYLAND,149,0,103,0,0,0,0,2,8,1,64,0,0,0,0,1,49,0,1,0,181,0,116,666,94,516,423,252,1276
DeKalbSMOKE RISE ELEM,306,1,130,0,0,0,0,4,21,0,113,0,0,1,0,1,63,0,0,0,204,1,192,813,46,679,600,437,1538
DeKalbSNAPFINGER ELEM,543,0,97,1,0,0,0,1,5,0,2,0,0,0,0,0,0,0,0,0,5,0,6,1092,21,45,19,641,1158
DeKalbSNAPFINGER ROAD NORTH,463,0,94,0,0,0,0,0,2,0,11,0,0,0,0,0,1,0,1,0,2,0,18,1190,12,52,35,557,1254
DeKalbSNAPFINGER ROAD SOUTH,543,0,105,1,0,0,0,2,8,0,6,0,0,0,0,0,3,0,0,0,7,0,10,1192,13,47,36,649,1252
DeKalbSOUTH DESHON,720,0,164,0,0,0,0,0,6,0,9,0,0,0,0,0,3,0,0,0,7,0,12,1921,28,51,37,884,2000
DeKalbSOUTH HAIRSTON,684,1,163,0,0,0,0,2,9,0,12,0,0,0,0,0,4,0,0,0,17,0,20,1896,18,89,64,848,2003
DeKalbSTEPHENSON HIGH,694,1,162,0,0,0,0,1,5,0,12,0,0,0,0,0,3,0,0,0,17,0,26,1877,34,118,64,857,2029
DeKalbSTEPHENSON MIDDLE,783,1,192,0,0,0,0,0,5,0,18,0,0,0,1,0,4,0,3,0,26,0,34,2034,39,126,91,976,2199
DeKalbSTONE MILL ELEM,273,1,93,0,0,0,0,1,4,1,7,0,0,1,0,0,2,0,2,0,8,0,20,1249,15,87,46,367,1351
DeKalbSTONE MOUNTAIN CHAMPION,384,1,129,2,0,0,0,2,5,0,33,0,0,0,0,0,3,0,0,0,25,0,39,1238,36,158,107,516,1432
DeKalbSTONE MOUNTAIN ELEM,365,1,97,1,0,0,0,5,23,1,52,0,0,0,0,1,34,0,0,0,100,0,76,1033,30,408,292,464,1471
DeKalbSTONE MOUNTAIN LIBRARY,164,1,66,0,0,0,0,0,4,0,31,0,0,0,0,0,6,1,0,0,24,0,36,639,26,161,102,231,826
DeKalbSTONE MOUNTAIN MIDDLE,178,2,91,0,0,0,0,0,3,0,16,0,0,0,0,1,3,0,0,0,16,1,26,1048,29,88,66,271,1165
DeKalbSTONEVIEW ELEM,246,1,69,0,0,0,0,2,3,0,6,0,0,0,0,0,2,0,0,0,4,0,4,767,8,47,21,316,822
DeKalbTERRY MILL ELEM,513,0,176,1,0,0,0,0,0,0,7,0,0,1,1,1,4,0,0,0,19,0,9,1406,29,56,42,690,1491
DeKalbTILLY MILL ROAD,124,0,75,0,0,0,0,2,20,1,104,0,0,0,0,1,65,0,1,0,220,0,135,482,75,588,549,199,1145
DeKalbTONEY ELEM,393,2,79,0,0,0,0,0,5,0,1,0,0,0,0,0,1,0,1,0,6,0,3,923,12,30,17,474,965
DeKalbTUCKER,327,0,315,0,0,0,0,9,35,1,175,0,0,0,1,1,81,0,6,0,243,1,232,1137,122,871,785,642,2130
DeKalbTUCKER LIBRARY,327,1,184,0,0,0,0,5,20,1,78,0,0,1,0,1,62,0,2,0,176,2,129,1121,83,546,477,512,1750
DeKalbVALLEY BROOK,127,0,120,0,0,0,0,2,4,1,25,0,0,0,0,0,14,0,0,0,50,0,35,471,37,149,131,247,657
DeKalbWADSWORTH ELEM - 04,396,0,65,1,0,0,0,1,6,0,5,0,0,0,0,1,1,0,0,0,3,0,9,1057,19,37,26,462,1113
DeKalbWADSWORTH ELEM - 05,212,1,53,0,0,0,0,1,2,0,1,0,0,1,0,0,0,0,0,0,2,0,1,486,7,2,8,266,495
DeKalbWARREN TECH,132,0,120,0,0,0,0,1,8,0,37,0,0,0,0,1,21,0,0,0,79,0,62,524,31,260,209,252,815
DeKalbWESLEY CHAPEL LIBRARY,904,2,188,0,0,0,0,1,7,0,10,0,0,0,0,0,6,0,1,0,15,0,11,1885,22,51,51,1094,1958
DeKalbWHITE OAK,441,0,103,0,0,0,0,0,2,0,6,0,0,0,0,0,1,0,1,0,7,0,6,1331,32,43,23,544,1406
DeKalbWHITEFOORD ELEM,549,2,503,0,0,0,0,1,6,0,15,0,0,1,1,0,8,0,0,0,73,0,21,2021,107,171,126,1054,2299
DeKalbWINNONA PARK ELEM,451,2,316,0,0,0,0,0,2,2,12,0,0,0,0,1,44,0,2,0,119,0,28,1305,48,135,210,769,1488
DeKalbWINTERS CHAPEL,147,1,74,0,0,0,0,4,15,1,73,0,0,1,0,1,46,1,2,0,170,1,135,512,57,486,450,222,1055
DeKalbWOODRIDGE ELEM,663,0,169,1,0,0,0,1,5,0,18,0,0,0,0,0,3,0,0,0,13,0,22,1802,36,123,62,833,1961
DeKalbWOODROW ROAD,954,2,246,0,0,0,0,0,12,1,22,0,0,0,0,1,2,0,1,0,27,0,38,3155,34,145,104,1202,3334
DeKalbWOODWARD ELEM,218,0,139,1,0,0,0,1,6,0,42,0,0,0,0,0,32,0,2,0,104,0,81,976,65,397,268,358,1438
DeKalbWYNBROOKE ELEM,838,2,201,0,0,0,0,2,16,1,13,0,0,0,0,0,10,0,0,0,19,0,30,2079,33,128,91,1041,2240
DeKalbYOUNG ROAD,534,0,118,0,0,0,0,0,4,0,3,0,0,0,0,0,4,0,0,0,10,0,12,1145,17,35,33,652,1197
DecaturAttapulgus,276,0,45,2,0,0,0,0,13,0,43,0,0,0,0,0,2,0,0,0,20,0,97,749,11,386,175,323,1146
DecaturBainbridge-Coliseum,393,3,113,3,0,0,0,16,85,1,237,0,0,1,0,5,74,0,0,0,262,1,521,1363,40,2165,1203,512,3568
DecaturBridge-Fairgrounds,288,3,86,2,0,0,0,6,30,1,87,0,0,0,0,2,11,0,0,0,82,0,212,920,32,859,431,379,1811
DecaturBrinson,46,1,12,0,0,0,0,3,12,0,40,0,0,0,0,1,1,0,1,0,27,0,133,132,3,424,218,59,559
DecaturClimax,57,1,12,0,0,0,0,3,21,0,112,0,0,0,0,2,12,0,0,0,34,0,108,154,9,497,292,70,660
DecaturKendrick,29,0,14,0,0,0,0,0,10,1,35,0,0,0,0,0,1,0,0,0,17,0,73,77,2,262,137,43,341
DecaturMt Pleasant,17,0,6,0,0,0,0,1,13,0,45,0,0,0,0,0,6,0,0,0,37,0,100,56,7,379,202,23,442
DecaturRecovery,22,0,15,0,0,0,0,1,9,0,45,0,0,0,1,0,4,0,1,0,31,0,99,87,9,362,191,37,458
DecaturWest Bainbridge,197,0,34,2,0,0,0,4,18,0,59,0,0,0,0,2,1,0,1,0,36,0,191,586,13,686,312,233,1285
DodgeChauncey,20,0,5,0,0,0,0,0,4,2,20,0,0,0,0,0,3,0,0,0,14,0,52,57,6,200,95,25,263
DodgeClark,1,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,1,0,21,5,0,54,26,1,59
DodgeEddin,81,0,13,1,0,0,0,0,19,0,38,0,0,0,0,1,2,0,0,0,44,0,140,195,14,439,244,95,648
DodgeEmpire,9,0,11,0,0,0,0,1,11,0,29,0,0,0,0,0,5,1,0,0,17,0,60,23,5,229,124,20,257
DodgeJaybird,13,1,2,0,0,0,0,1,4,0,3,0,0,0,0,0,0,0,0,0,7,0,40,52,0,89,55,16,141
DodgeJones,7,0,4,0,0,0,0,1,13,0,26,0,0,1,0,1,4,0,0,0,21,0,69,33,7,256,136,11,296
DodgeLee,279,0,52,2,0,0,0,2,83,0,139,0,0,0,0,5,39,1,3,0,189,2,390,979,71,1692,853,333,2742
DodgeMcCranie,8,0,1,0,0,0,0,0,8,0,22,0,0,0,0,0,2,0,0,0,24,0,58,31,5,176,114,9,212
DodgeMilan,12,0,6,0,0,0,0,0,10,0,22,0,0,0,0,0,6,0,0,0,14,0,59,43,1,170,111,18,214
DodgeMitchell,23,0,13,0,0,0,0,0,8,0,22,0,0,0,0,3,1,0,1,0,15,0,57,56,1,181,107,36,238
DodgeMullis,20,0,7,0,0,0,0,1,9,0,17,0,0,0,0,0,11,0,0,0,20,0,67,70,6,231,125,27,307
DodgePlainfield,19,0,1,0,0,0,0,1,11,0,37,0,0,0,0,0,2,0,0,0,35,0,58,33,4,257,144,20,294
DodgePondtown,46,0,11,0,0,0,0,1,14,0,40,0,0,0,0,2,2,0,1,0,30,0,106,116,5,361,196,57,482
DodgeRawlins,35,1,12,2,0,0,0,2,20,0,45,0,0,0,0,1,5,0,0,0,40,0,113,125,9,438,226,50,572
DodgeVilula,0,0,2,1,0,0,0,1,5,0,15,0,0,0,0,0,0,0,0,0,10,0,44,4,1,121,75,3,126
DodgeYonker,6,0,1,0,0,0,0,0,6,0,26,0,0,0,0,0,2,0,0,0,5,0,26,17,3,127,65,7,147
DoolyBYROMVILLE,97,0,6,0,0,0,0,0,6,0,29,0,0,0,0,0,5,0,0,0,15,0,70,233,4,212,125,103,449
DoolyLILLY,63,0,11,0,0,0,0,0,3,0,13,0,0,0,0,0,3,0,0,0,9,0,48,175,4,161,76,74,340
DoolyPINEHURST,38,1,8,2,0,0,0,2,7,0,22,0,0,0,0,3,4,0,0,0,31,0,82,103,5,248,151,49,356
DoolyUNADILLA,210,1,25,0,0,0,0,3,18,0,43,0,0,0,0,1,5,0,0,0,51,0,149,521,11,501,270,236,1033
DoolyVIENNA,332,2,41,0,0,0,0,2,34,0,93,0,0,0,0,0,12,1,0,0,51,2,236,840,12,829,431,375,1681
DoughertyAlbany Middle School,317,0,22,1,0,0,0,0,3,0,6,0,0,1,0,0,0,0,1,0,1,0,10,853,6,69,22,340,928
DoughertyAlice Coachman Elem,228,0,22,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,2,10,4,251,512
DoughertyBill Miller Center,392,0,61,1,0,0,0,0,2,0,9,0,0,0,1,0,0,0,1,2,3,0,30,1105,13,102,48,454,1220
DoughertyCarver Teen Center,325,1,22,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,2,0,2,807,7,12,7,348,826
DoughertyChrist Church,207,2,52,1,0,0,0,3,38,0,129,0,0,0,1,1,0,0,1,32,116,0,263,473,17,855,584,262,1345
DoughertyCovenant Pres Church,191,1,53,1,0,0,0,4,28,0,92,0,0,0,0,0,0,0,2,19,59,0,233,597,18,688,437,246,1303
DoughertyDarton College,642,2,116,4,0,0,0,0,24,1,80,0,0,0,0,0,0,0,0,26,70,0,150,1731,27,556,351,764,2314
DoughertyFirst Christian Church,136,2,53,1,0,0,0,6,32,0,105,0,0,0,0,2,0,0,0,39,83,0,169,389,31,623,436,192,1043
DoughertyGreenbriar Church,506,0,100,0,0,0,0,8,42,1,224,0,0,0,0,2,0,0,0,90,208,0,471,1217,55,1467,1046,606,2739
DoughertyInternational Studie,200,1,27,0,0,0,0,0,11,1,17,0,0,0,0,0,0,0,1,3,9,0,39,426,7,151,81,228,584
DoughertyJackson Heights Elem,473,1,50,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1255,8,12,6,525,1275
DoughertyLamar Reese Elem School,336,1,32,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,1,0,6,654,6,33,11,369,693
DoughertyLitman Cathedral,243,1,16,0,0,0,0,1,5,0,2,0,0,0,0,0,0,0,0,0,1,0,4,629,6,26,13,260,661
DoughertyLovett Hall,86,1,82,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,0,2,656,11,11,6,169,678
DoughertyMerry Acres Middle,185,1,75,0,0,0,0,6,38,1,133,0,0,0,2,0,0,0,0,38,116,1,280,615,42,851,615,261,1508
DoughertyMt. Zion Center,770,2,56,1,0,0,0,1,6,0,1,0,0,0,3,0,0,0,0,1,0,0,4,1791,10,29,16,829,1830
DoughertyPalmyra Rd Meth Church,166,0,54,1,0,0,0,2,38,0,78,0,0,1,2,0,0,0,3,25,88,0,232,637,28,765,469,221,1430
DoughertyPhoebe East,429,1,55,1,0,0,0,3,9,0,13,0,0,0,0,2,0,0,1,0,12,0,48,1204,12,158,88,486,1374
DoughertyPhoebe Edu. Bldg,155,1,37,1,0,0,0,1,4,0,16,0,0,1,1,1,0,0,0,1,21,0,33,550,11,120,79,194,681
DoughertyPine Bluff Bapt Church,317,1,51,1,0,0,0,2,14,0,57,0,0,1,0,0,0,0,0,6,14,0,120,777,15,396,214,370,1188
DoughertyPutney 1st Bapt Church,372,0,45,1,0,0,0,3,40,0,119,0,0,0,1,2,0,0,0,17,55,0,217,813,19,774,454,418,1606
DoughertyRadium Middle School,121,0,30,0,0,0,0,5,9,0,14,0,0,0,0,0,0,0,0,6,11,0,44,309,7,149,89,151,465
DoughertySecond Mt. Zion,187,2,25,0,0,0,0,0,9,0,46,0,0,0,0,1,0,0,1,10,53,0,190,391,9,521,310,214,921
DoughertySherwood Elem School,304,1,92,2,0,0,0,4,23,1,104,0,0,0,0,4,0,0,1,15,69,1,200,977,40,724,422,399,1741
DoughertyShiloh Baptist Church,214,1,18,0,0,0,0,1,3,0,1,0,0,0,0,1,0,0,0,0,0,0,3,644,3,8,9,233,655
DoughertyTurner Elem School,93,0,15,1,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,6,371,6,19,12,109,396
DoughertyWestover High School,449,2,106,1,0,0,0,4,50,1,138,0,0,1,0,2,0,0,1,57,154,1,298,1186,40,1019,707,558,2245
DoughertyWesttown Elem School,876,0,72,1,0,0,0,3,5,2,8,0,0,0,1,0,0,0,1,0,2,0,21,1754,19,84,43,949,1857
DouglasARBOR STATION,264,0,124,1,0,0,0,2,30,0,112,0,0,1,0,3,17,0,1,0,120,0,187,975,46,616,473,389,1637
DouglasBEULAH,287,0,104,0,0,0,0,5,40,0,189,0,0,1,0,4,25,0,0,0,117,0,372,861,54,1119,753,391,2034
DouglasBOUNDARY WATERS,653,0,196,1,0,0,0,1,20,0,48,0,0,0,1,1,5,0,0,0,57,1,114,1963,39,392,248,850,2394
DouglasBRIGHT STAR,185,1,64,1,0,0,0,1,31,0,167,0,0,1,0,3,15,0,1,0,104,0,250,553,45,928,573,251,1526
DouglasCHAPEL HILL,509,1,141,0,0,0,0,4,34,1,158,0,0,0,0,1,18,0,0,0,121,0,216,1589,78,807,553,651,2474
DouglasCHESTNUT LOG,435,1,154,0,0,0,0,3,24,0,117,0,0,0,0,2,16,0,1,0,125,2,207,1469,56,690,497,590,2215
